mu,rho,h,cash,lower,upper,gap,beta,floor,moment_residual
0.2,0.01,0.1,0.3,0.018286119063940363,0.018314983041416016,2.8863977475653002e-05,0.01818874425612038,0.0038516480713450263,9.170442183403793e-14
0.2,0.01,0.05,0.1,0.10713413671782251,0.10751269216664934,0.00037855544882682557,0.10528718943957495,0.10384615384615385,1.2878587085651816e-14
0.2,0.01,0.05,0.2,0.03849849936802405,0.038571641655522265,7.314228749821794e-05,0.03824784128769569,0.01999999999999999,9.325873406851315e-15
0.2,0.01,0.05,0.3,0.009421425073700428,0.009559342473757448,0.00013791740005702005,0.008904304196603345,0.0038516480713450263,4.951594689828198e-14
0.2,0.01,0.02,0.1,0.10419763797435105,0.10479595733324393,0.0005983193588928737,0.10133770553841237,0.10384615384615385,2.1094237467877974e-15
0.2,0.01,0.02,0.2,0.027830420181507845,0.028022732111016357,0.0001923119295085124,0.027404242425273333,0.01999999999999999,5.995204332975845e-15
0.2,0.01,0.02,0.3,0.0046499762173948505,0.00509680398004804,0.0004468277626531892,0.0029765248888479505,0.0038516480713450263,3.774758283725532e-15
0.2,0.05,1.0,0.1,0.18,0.18000000000100005,1.0000611450067254e-12,0.18000000000000013,0.11666666666666667,0.0
0.2,0.05,1.0,0.2,0.16000000000000003,0.16000000000100004,1.0000056338554941e-12,0.16000000000000014,0.04472135954999579,2.7755575615628914e-17
0.2,0.05,1.0,0.3,0.14,0.1400000000010001,1.000088900582341e-12,0.1400000000000001,0.017082039324993692,2.7755575615628914e-17
0.2,0.05,0.5,0.1,0.16480000000000003,0.16480000000100037,1.0003387007628817e-12,0.1647999999999994,0.11666666666666667,0.0
0.2,0.05,0.5,0.2,0.12960000000000005,0.12960000000100044,1.000394211914113e-12,0.12959999999999955,0.04472135954999579,2.220446049250313e-16
0.2,0.05,0.5,0.3,0.09440000000000004,0.09440000000100024,1.0001999228848035e-12,0.0943999999999997,0.017082039324993692,1.1102230246251565e-16
0.2,0.05,0.2,0.1,0.13779604480000002,0.13784422757244452,4.818277244450497e-05,0.1366527241106711,0.11666666666666667,6.938893903907228e-18
0.2,0.05,0.2,0.2,0.07559208960000001,0.075688455143889,9.636554388899043e-05,0.07330544822134341,0.04472135954999579,6.938893903907228e-18
0.2,0.05,0.2,0.3,0.046750310400000016,0.046771035870922205,2.072547092218935e-05,0.0462290972332013,0.017082039324993692,6.938893903907228e-18
0.2,0.05,0.1,0.1,0.12202407411028335,0.12225358320371937,0.00022950909343602555,0.11658835877379121,0.11666666666666667,6.938893903907228e-18
0.2,0.05,0.1,0.2,0.06114384081756204,0.06124558743243011,0.0001017466148680729,0.05922455363866133,0.04472135954999579,0.0
0.2,0.05,0.1,0.3,0.02678181760581512,0.02684565980469783,6.384219888271037e-05,0.026112182105569502,0.017082039324993692,2.7755575615628914e-17
0.2,0.05,0.05,0.1,0.11809873614887927,0.11844508894241601,0.0003463527935367444,0.11039966040974075,0.11666666666666667,6.938893903907228e-18
0.2,0.05,0.05,0.2,0.051777851334178795,0.05196160357932463,0.0001837522451458365,0.04943333619830284,0.04472135954999579,2.7755575615628914e-17
0.2,0.05,0.05,0.3,0.020052471962480483,0.020253641088274855,0.0002011691257943725,0.01786377405481008,0.017082039324993692,2.7755575615628914e-17
0.2,0.05,0.02,0.1,0.11673913592525363,0.11722251356869827,0.00048337764344463796,0.1061229925836447,0.11666666666666667,2.7755575615628914e-17
0.2,0.05,0.02,0.2,0.04607956993604134,0.0465370094268725,0.0004574394908311574,0.041928438490180145,0.04472135954999579,0.0
0.2,0.05,0.02,0.3,0.017319027822476008,0.0177768072674252,0.0004577794449491905,0.012198637828822335,0.017082039324993692,0.0
0.2,0.2,1.0,0.1,0.18,0.18000000000100005,1.0000611450067254e-12,0.18000000000000008,0.14444444444444446,1.1102230246251565e-16
0.2,0.2,1.0,0.2,0.16000000000000003,0.16000000000100004,1.0000056338554941e-12,0.16000000000000006,0.0894427190999916,0.0
0.2,0.2,1.0,0.3,0.14,0.1400000000010001,1.000088900582341e-12,0.14000000000000004,0.05246950765959599,0.0
0.2,0.2,0.5,0.1,0.16720000000000002,0.16720000000100008,1.0000611450067254e-12,0.16720000000000007,0.14444444444444446,1.1102230246251565e-16
0.2,0.2,0.5,0.2,0.13440000000000002,0.13440000000100033,1.000310945187266e-12,0.13440000000000005,0.0894427190999916,0.0
0.2,0.2,0.5,0.3,0.10160000000000002,0.10160000000100045,1.0004219674897286e-12,0.10160000000000004,0.05246950765959599,2.7755575615628914e-17
0.2,0.2,0.2,0.1,0.1504096768000001,0.15045827223421804,4.8595434217924005e-05,0.14642560000000004,0.14444444444444446,2.7755575615628914e-17
0.2,0.2,0.2,0.2,0.10081935360000005,0.10091654446743606,9.719086743600891e-05,0.0928512,0.0894427190999916,2.7755575615628914e-17
0.2,0.2,0.2,0.3,0.06800624640000003,0.06804097745551581,3.4731055515782594e-05,0.06506879999999998,0.05246950765959599,2.7755575615628914e-17
0.2,0.2,0.1,0.1,0.14508495639144833,0.14523173697120983,0.00014678057976150183,0.13160657502952716,0.14444444444444446,2.7755575615628914e-17
0.2,0.2,0.1,0.2,0.09377279248479296,0.09392443487635921,0.00015164239156624515,0.0839387730292363,0.0894427190999916,2.7755575615628914e-17
0.2,0.2,0.1,0.3,0.05535211867384924,0.055480605618862026,0.00012848694501278735,0.051260037641309084,0.05246950765959599,2.7755575615628914e-17
0.2,0.2,0.05,0.1,0.1444933674192893,0.14467651924436586,0.00018315182507655514,0.12731363113507715,0.14444444444444446,1.3877787807814457e-17
0.2,0.2,0.05,0.2,0.09034936211020517,0.09059412048670959,0.00024475837650442256,0.07838864771789318,0.0894427190999916,2.7755575615628914e-17
0.2,0.2,0.05,0.3,0.05291081862462534,0.05314795784097897,0.00023713921635362678,0.045928589519134366,0.05246950765959599,2.7755575615628914e-17
0.2,0.2,0.02,0.1,0.14444451531757763,0.14463664177762514,0.00019212646004751477,0.12426069629408767,0.14444444444444446,2.7755575615628914e-17
0.2,0.2,0.02,0.2,0.08947187215315577,0.08980835943420336,0.0003364872810475844,0.07458796255560307,0.0894427190999916,0.0
0.2,0.2,0.02,0.3,0.05247768086311636,0.05277742299160734,0.0002997421284909804,0.04238804779872393,0.05246950765959599,2.7755575615628914e-17
0.2,1.0,1.0,0.1,0.18000000000000002,0.18000000000000002,0.0,0.18000000000000002,0.18000000000000002,0.0
0.2,1.0,1.0,0.2,0.16000000000000003,0.16000000000000003,0.0,0.16000000000000003,0.16,0.0
0.2,1.0,1.0,0.3,0.13999999999999999,0.13999999999999999,0.0,0.13999999999999999,0.14,0.0
0.2,1.0,0.5,0.1,0.18000000000000002,0.18000000000000002,0.0,0.18000000000000002,0.18000000000000002,0.0
0.2,1.0,0.5,0.2,0.16000000000000003,0.16000000000000003,0.0,0.16000000000000003,0.16,0.0
0.2,1.0,0.5,0.3,0.13999999999999999,0.13999999999999999,0.0,0.13999999999999999,0.14,0.0
0.2,1.0,0.2,0.1,0.18000000000000002,0.18000000000000002,0.0,0.18000000000000002,0.18000000000000002,0.0
0.2,1.0,0.2,0.2,0.16000000000000003,0.16000000000000003,0.0,0.16000000000000003,0.16,0.0
0.2,1.0,0.2,0.3,0.13999999999999999,0.13999999999999999,0.0,0.13999999999999999,0.14,0.0
0.2,1.0,0.1,0.1,0.18000000000000002,0.18000000000000002,0.0,0.18000000000000002,0.18000000000000002,0.0
0.2,1.0,0.1,0.2,0.16000000000000003,0.16000000000000003,0.0,0.16000000000000003,0.16,0.0
0.2,1.0,0.1,0.3,0.13999999999999999,0.13999999999999999,0.0,0.13999999999999999,0.14,0.0
0.2,1.0,0.05,0.1,0.18000000000000002,0.18000000000000002,0.0,0.18000000000000002,0.18000000000000002,0.0
0.2,1.0,0.05,0.2,0.16000000000000003,0.16000000000000003,0.0,0.16000000000000003,0.16,0.0
0.2,1.0,0.05,0.3,0.13999999999999999,0.13999999999999999,0.0,0.13999999999999999,0.14,0.0
0.2,1.0,0.02,0.1,0.18000000000000002,0.18000000000000002,0.0,0.18000000000000002,0.18000000000000002,0.0
0.2,1.0,0.02,0.2,0.16000000000000003,0.16000000000000003,0.0,0.16000000000000003,0.16,0.0
0.2,1.0,0.02,0.3,0.13999999999999999,0.13999999999999999,0.0,0.13999999999999999,0.14,0.0
